"조회기간","시도","시군구","용도업종(소)","판매량"
"2017-02","충청북도","청주시","가구및기타","9987340"
"2017-02","충청북도","청주시","재생재료","2685082"
"2017-02","충청북도","청주시","식료품제조","19985195"
"2017-02","충청북도","청주시","음료품제조","6430899"
"2017-02","충청북도","청주시","섬유","9143550"
"2017-02","충청북도","청주시","의복.모피","480326"
"2017-02","충청북도","청주시","가죽.신발","2434320"
"2017-02","충청북도","청주시","석유정제","760190"
"2017-02","충청북도","청주시","화학제품","40187281"
"2017-02","충청북도","청주시","고무.플라","28750801"
"2017-02","충청북도","청주시","유리","4531131"
"2017-02","충청북도","청주시","시멘트","8634829"
"2017-02","충청북도","충주시","가정용","24049126"
"2017-02","충청북도","충주시","국군용","2169083"
"2017-02","충청북도","충주시","기타공공용","8434956"
"2017-02","충청북도","충주시","관공용","5530440"
"2017-02","충청북도","충주시","수도","5124680"
"2017-02","충청북도","충주시","사업자용","302750"
"2017-02","충청북도","충주시","전철","731920"
"2017-02","충청북도","충주시","순수써비스","76998349"
"2017-02","충청북도","충주시","농업.임업","8036883"
"2017-02","충청북도","충주시","어업","934203"
"2017-02","충청북도","충주시","금속비금속","1957086"
"2017-02","충청북도","충주시","목재.나무","369333"
"2017-02","충청북도","충주시","펄프.종이","2947532"
"2017-02","충청북도","충주시","출판.인쇄","125380"
"2017-02","충청북도","충주시","1차금속","9921965"
"2017-02","충청북도","충주시","조립금속","14461099"
"2017-02","충청북도","충주시","기타기계","3270181"
"2017-02","충청북도","충주시","사무기기","243913"
"2017-02","충청북도","충주시","전기기기","5327586"
"2017-02","충청북도","충주시","영상.음향","8224982"
"2017-02","충청북도","충주시","의료.광학","2541103"
"2017-02","충청북도","충주시","자동차","10175080"
"2017-02","충청북도","충주시","기타운송","650679"
"2017-02","충청북도","충주시","가구및기타","1388269"
"2017-02","충청북도","충주시","재생재료","66480"
"2017-02","충청북도","충주시","식료품제조","6351625"
"2017-02","충청북도","충주시","음료품제조","1042966"
"2017-02","충청북도","충주시","섬유","2431087"
"2017-02","충청북도","충주시","의복.모피","45735"
"2017-02","충청북도","충주시","가죽.신발","131761"
"2017-02","충청북도","충주시","석유정제","41168"
"2017-02","충청북도","충주시","화학제품","10371699"
"2017-02","충청북도","충주시","고무.플라","4354413"
"2017-02","충청북도","충주시","유리","312368"
"2017-02","충청북도","충주시","시멘트","2651936"
"2017-02","충청남도","계룡시","가정용","4863185"
"2017-02","충청남도","계룡시","국군용","4606162"
"2017-02","충청남도","계룡시","기타공공용","713426"
"2017-02","충청남도","계룡시","관공용","2605174"
"2017-02","충청남도","계룡시","수도","210892"
"2017-02","충청남도","계룡시","사업자용","67492"
"2017-02","충청남도","계룡시","순수써비스","6511704"
"2017-02","충청남도","계룡시","농업.임업","297461"
"2017-02","충청남도","계룡시","어업","553"
"2017-02","충청남도","계룡시","목재.나무","5266"
"2017-02","충청남도","계룡시","출판.인쇄","622"
"2017-02","충청남도","계룡시","1차금속","151124"
"2017-02","충청남도","계룡시","조립금속","81835"
"2017-02","충청남도","계룡시","기타기계","31210"
"2017-02","충청남도","계룡시","전기기기","6492"
"2017-02","충청남도","계룡시","의료.광학","25572"
"2017-02","충청남도","계룡시","자동차","34980"
"2017-02","충청남도","계룡시","가구및기타","10444"
"2017-02","충청남도","계룡시","식료품제조","1164526"
"2017-02","충청남도","계룡시","음료품제조","3369"
"2017-02","충청남도","계룡시","화학제품","4858"
"2017-02","충청남도","계룡시","시멘트","103695"
"2017-02","충청남도","공주시","가정용","12103041"
"2017-02","충청남도","공주시","국군용","29941"
"2017-02","충청남도","공주시","기타공공용","4278222"
"2017-02","충청남도","공주시","관공용","2755527"
"2017-02","충청남도","공주시","수도","1492497"
"2017-02","충청남도","공주시","사업자용","69952"
"2017-02","충청남도","공주시","순수써비스","46220889"
"2017-02","충청남도","공주시","농업.임업","10358380"
"2017-02","충청남도","공주시","어업","41193"
"2017-02","충청남도","공주시","석탄.원유","6981"
"2017-02","충청남도","공주시","금속비금속","1250763"
"2017-02","충청남도","공주시","목재.나무","147827"
"2017-02","충청남도","공주시","펄프.종이","213756"
"2017-02","충청남도","공주시","출판.인쇄","667475"
"2017-02","충청남도","공주시","1차금속","779175"
"2017-02","충청남도","공주시","조립금속","1380709"
"2017-02","충청남도","공주시","기타기계","1038235"
"2017-02","충청남도","공주시","전기기기","1185758"
"2017-02","충청남도","공주시","영상.음향","8705126"
"2017-02","충청남도","공주시","의료.광학","666336"
"2017-02","충청남도","공주시","자동차","821768"
"2017-02","충청남도","공주시","기타운송","159480"
"2017-02","충청남도","공주시","가구및기타","45245"
"2017-02","충청남도","공주시","재생재료","4149"
"2017-02","충청남도","공주시","식료품제조","3463040"
"2017-02","충청남도","공주시","음료품제조","115767"
"2017-02","충청남도","공주시","섬유","1441751"
"2017-02","충청남도","공주시","의복.모피","16837"
"2017-02","충청남도","공주시","가죽.신발","3279"
"2017-02","충청남도","공주시","화학제품","5245453"
"2017-02","충청남도","공주시","고무.플라","751532"
"2017-02","충청남도","공주시","유리","310638"
"2017-02","충청남도","공주시","시멘트","2193823"
"2017-02","충청남도","금산군","가정용","5617448"
"2017-02","충청남도","금산군","국군용","17242"
"2017-02","충청남도","금산군","기타공공용","1287760"
"2017-02","충청남도","금산군","관공용","2128493"
"2017-02","충청남도","금산군","수도","469936"
"2017-02","충청남도","금산군","사업자용","43728"
"2017-02","충청남도","금산군","순수써비스","20890581"
"2017-02","충청남도","금산군","농업.임업","5898785"
"2017-02","충청남도","금산군","어업","58679"
"2017-02","충청남도","금산군","석탄.원유","759"
"2017-02","충청남도","금산군","금속비금속","1873581"
"2017-02","충청남도","금산군","목재.나무","500259"
"2017-02","충청남도","금산군","펄프.종이","1020243"
"2017-02","충청남도","금산군","출판.인쇄","16832"
"2017-02","충청남도","금산군","1차금속","2399045"
"2017-02","충청남도","금산군","조립금속","1445886"
"2017-02","충청남도","금산군","기타기계","1998931"
"2017-02","충청남도","금산군","사무기기","19884"
"2017-02","충청남도","금산군","전기기기","939854"
"2017-02","충청남도","금산군","영상.음향","520195"
"2017-02","충청남도","금산군","의료.광학","341711"
"2017-02","충청남도","금산군","자동차","310793"
"2017-02","충청남도","금산군","기타운송","9932"
"2017-02","충청남도","금산군","가구및기타","175417"
"2017-02","충청남도","금산군","재생재료","131127"
"2017-02","충청남도","금산군","식료품제조","4212847"
"2017-02","충청남도","금산군","음료품제조","54587"
"2017-02","충청남도","금산군","섬유","904269"
"2017-02","충청남도","금산군","가죽.신발","20299"
"2017-02","충청남도","금산군","화학제품","2345055"
"2017-02","충청남도","금산군","고무.플라","34587921"
"2017-02","충청남도","금산군","유리","102915"
"2017-02","충청남도","금산군","시멘트","591084"
"2017-02","충청남도","논산시","가정용","13420713"
"2017-02","충청남도","논산시","국군용","2252136"
"2017-02","충청남도","논산시","기타공공용","5452439"
"2017-02","충청남도","논산시","관공용","3196901"
"2017-02","충청남도","논산시","수도","470354"
"2017-02","충청남도","논산시","사업자용","24070"
"2017-02","충청남도","논산시","순수써비스","42294389"
"2017-02","충청남도","논산시","농업.임업","26845387"
"2017-02","충청남도","논산시","어업","601028"
"2017-02","충청남도","논산시","금속비금속","381224"
"2017-02","충청남도","논산시","목재.나무","291069"
"2017-02","충청남도","논산시","펄프.종이","2145237"
"2017-02","충청남도","논산시","출판.인쇄","21197"
"2017-02","충청남도","논산시","1차금속","2784694"
"2017-02","충청남도","논산시","조립금속","1452326"
"2017-02","충청남도","논산시","기타기계","2539609"
"2017-02","충청남도","논산시","전기기기","1029758"
"2017-02","충청남도","논산시","영상.음향","1755522"
"2017-02","충청남도","논산시","의료.광학","367298"
"2017-02","충청남도","논산시","자동차","764599"
"2017-02","충청남도","논산시","기타운송","39496"
"2017-02","충청남도","논산시","가구및기타","457811"
"2017-02","충청남도","논산시","재생재료","149978"
"2017-02","충청남도","논산시","식료품제조","8741807"
"2017-02","충청남도","논산시","음료품제조","322845"
"2017-02","충청남도","논산시","섬유","1990938"
"2017-02","충청남도","논산시","의복.모피","19341"
"2017-02","충청남도","논산시","가죽.신발","66550"
"2017-02","충청남도","논산시","석유정제","24169"
"2017-02","충청남도","논산시","화학제품","5645878"
"2017-02","충청남도","논산시","고무.플라","1673065"
"2017-02","충청남도","논산시","유리","5488865"
"2017-02","충청남도","논산시","시멘트","2572239"
"2017-02","충청남도","당진시","가정용","20212593"
"2017-02","충청남도","당진시","국군용","65392"
"2017-02","충청남도","당진시","기타공공용","3123134"
"2017-02","충청남도","당진시","관공용","3619913"
"2017-02","충청남도","당진시","수도","1389555"
"2017-02","충청남도","당진시","사업자용","901493"
"2017-02","충청남도","당진시","순수써비스","61613909"
"2017-02","충청남도","당진시","농업.임업","11134060"
"2017-02","충청남도","당진시","어업","520315"
"2017-02","충청남도","당진시","금속비금속","6232461"
"2017-02","충청남도","당진시","목재.나무","329866"
"2017-02","충청남도","당진시","펄프.종이","67380"
"2017-02","충청남도","당진시","출판.인쇄","4001"
"2017-02","충청남도","당진시","1차금속","724162372"
"2017-02","충청남도","당진시","조립금속","6736716"
"2017-02","충청남도","당진시","기타기계","4309213"
"2017-02","충청남도","당진시","사무기기","7539"
"2017-02","충청남도","당진시","전기기기","5400907"
"2017-02","충청남도","당진시","영상.음향","1528211"
"2017-02","충청남도","당진시","의료.광학","46105321"
"2017-02","충청남도","당진시","자동차","21251765"
"2017-02","충청남도","당진시","기타운송","952920"
"2017-02","충청남도","당진시","가구및기타","751776"
"2017-02","충청남도","당진시","재생재료","99577"
"2017-02","충청남도","당진시","식료품제조","5594184"
"2017-02","충청남도","당진시","음료품제조","75676"
"2017-02","충청남도","당진시","섬유","2828007"
"2017-02","충청남도","당진시","의복.모피","13273"
"2017-02","충청남도","당진시","가죽.신발","676"
"2017-02","충청남도","당진시","석유정제","345022"
"2017-02","충청남도","당진시","화학제품","4768393"
"2017-02","충청남도","당진시","고무.플라","6586495"
"2017-02","충청남도","당진시","유리","3336656"
"2017-02","충청남도","당진시","시멘트","13819815"
"2017-02","충청남도","보령시","가정용","11304228"
"2017-02","충청남도","보령시","국군용","574066"
"2017-02","충청남도","보령시","기타공공용","1597641"
"2017-02","충청남도","보령시","관공용","2069308"
"2017-02","충청남도","보령시","수도","2094705"
"2017-02","충청남도","보령시","사업자용","3090633"
"2017-02","충청남도","보령시","순수써비스","58527938"
"2017-02","충청남도","보령시","농업.임업","10740902"
"2017-02","충청남도","보령시","어업","640970"
"2017-02","충청남도","보령시","금속비금속","984855"
"2017-02","충청남도","보령시","목재.나무","242199"
"2017-02","충청남도","보령시","펄프.종이","174399"
"2017-02","충청남도","보령시","출판.인쇄","196072"
"2017-02","충청남도","보령시","1차금속","2118048"
"2017-02","충청남도","보령시","조립금속","417086"
"2017-02","충청남도","보령시","기타기계","393284"
"2017-02","충청남도","보령시","전기기기","153993"
"2017-02","충청남도","보령시","의료.광학","151709"
"2017-02","충청남도","보령시","자동차","10980894"
"2017-02","충청남도","보령시","기타운송","79053"
"2017-02","충청남도","보령시","가구및기타","28154"
"2017-02","충청남도","보령시","재생재료","80493"
"2017-02","충청남도","보령시","식료품제조","2587615"
"2017-02","충청남도","보령시","음료품제조","44616"
"2017-02","충청남도","보령시","섬유","2452772"
"2017-02","충청남도","보령시","영상.음향","664"
"2017-02","충청남도","보령시","의복.모피","642098"
"2017-02","충청남도","보령시","가죽.신발","187479"
"2017-02","충청남도","보령시","석유정제","16690"
"2017-02","충청남도","보령시","화학제품","5346139"
"2017-02","충청남도","보령시","고무.플라","2591699"
"2017-02","충청남도","보령시","유리","14166"
"2017-02","충청남도","보령시","시멘트","1758573"
"2017-02","충청남도","부여군","가정용","7328716"
"2017-02","충청남도","부여군","국군용","24285"
"2017-02","충청남도","부여군","기타공공용","1497496"
"2017-02","충청남도","부여군","관공용","1873408"
"2017-02","충청남도","부여군","수도","301406"
"2017-02","충청남도","부여군","사업자용","40182"
"2017-02","충청남도","부여군","순수써비스","22243792"
"2017-02","충청남도","부여군","농업.임업","20215589"
"2017-02","충청남도","부여군","어업","398977"
"2017-02","충청남도","부여군","금속비금속","591985"
"2017-02","충청남도","부여군","목재.나무","52837"
"2017-02","충청남도","부여군","펄프.종이","2021750"
"2017-02","충청남도","부여군","출판.인쇄","5922"
"2017-02","충청남도","부여군","1차금속","300206"
"2017-02","충청남도","부여군","조립금속","409687"
"2017-02","충청남도","부여군","기타기계","241621"
"2017-02","충청남도","부여군","사무기기","1612"
"2017-02","충청남도","부여군","전기기기","204012"
"2017-02","충청남도","부여군","영상.음향","1188"
"2017-02","충청남도","부여군","의료.광학","355606"
"2017-02","충청남도","부여군","자동차","37425"
"2017-02","충청남도","부여군","기타운송","144012"
"2017-02","충청남도","부여군","가구및기타","32334"
"2017-02","충청남도","부여군","재생재료","39735"
"2017-02","충청남도","부여군","식료품제조","2447831"
"2017-02","충청남도","부여군","음료품제조","2750"
"2017-02","충청남도","부여군","섬유","495010"
"2017-02","충청남도","부여군","의복.모피","31057"
"2017-02","충청남도","부여군","가죽.신발","6715"
"2017-02","충청남도","부여군","석유정제","195"
"2017-02","충청남도","부여군","화학제품","1440066"
"2017-02","충청남도","부여군","고무.플라","269921"
"2017-02","충청남도","부여군","유리","1921"
"2017-02","충청남도","부여군","시멘트","1163387"
"2017-02","충청남도","서산시","가정용","19411325"
"2017-02","충청남도","서산시","국군용","525134"
"2017-02","충청남도","서산시","유엔군용","2454"
"2017-02","충청남도","서산시","기타공공용","3649304"
"2017-02","충청남도","서산시","관공용","1755443"
"2017-02","충청남도","서산시","수도","4005171"
"2017-02","충청남도","서산시","사업자용","282593"
"2017-02","충청남도","서산시","순수써비스","58695136"
"2017-02","충청남도","서산시","농업.임업","8261101"
"2017-02","충청남도","서산시","어업","193631"
"2017-02","충청남도","서산시","금속비금속","11149183"
"2017-02","충청남도","서산시","목재.나무","8963"
"2017-02","충청남도","서산시","펄프.종이","412"
"2017-02","충청남도","서산시","출판.인쇄","3090"
"2017-02","충청남도","서산시","1차금속","18214779"
"2017-02","충청남도","서산시","조립금속","1917008"
"2017-02","충청남도","서산시","기타기계","1600407"
"2017-02","충청남도","서산시","전기기기","1932682"
"2017-02","충청남도","서산시","영상.음향","66642"
"2017-02","충청남도","서산시","의료.광학","40100"
"2017-02","충청남도","서산시","자동차","60490199"
"2017-02","충청남도","서산시","기타운송","582828"
"2017-02","충청남도","서산시","가구및기타","56576"
"2017-02","충청남도","서산시","재생재료","55885"
"2017-02","충청남도","서산시","식료품제조","2918803"
"2017-02","충청남도","서산시","음료품제조","115453"
"2017-02","충청남도","서산시","담배제조업","2622"
"2017-02","충청남도","서산시","섬유","806602"
"2017-02","충청남도","서산시","의복.모피","5106"
"2017-02","충청남도","서산시","가죽.신발","57552"
"2017-02","충청남도","서산시","석유정제","271596263"
"2017-02","충청남도","서산시","화학제품","114902095"
"2017-02","충청남도","서산시","고무.플라","1664681"
"2017-02","충청남도","서산시","유리","230250"
"2017-02","충청남도","서산시","시멘트","1300955"
"2017-02","충청남도","서천군","가정용","6122405"
"2017-02","충청남도","서천군","국군용","132284"
"2017-02","충청남도","서천군","기타공공용","775346"
"2017-02","충청남도","서천군","관공용","1379795"
"2017-02","충청남도","서천군","수도","201164"
"2017-02","충청남도","서천군","사업자용","6285595"
"2017-02","충청남도","서천군","순수써비스","23183877"
"2017-02","충청남도","서천군","농업.임업","25585846"
"2017-02","충청남도","서천군","어업","5499731"
"2017-02","충청남도","서천군","금속비금속","40438"
"2017-02","충청남도","서천군","목재.나무","126106"
"2017-02","충청남도","서천군","펄프.종이","32040279"
"2017-02","충청남도","서천군","출판.인쇄","34112"
"2017-02","충청남도","서천군","1차금속","3829499"
"2017-02","충청남도","서천군","조립금속","634675"
"2017-02","충청남도","서천군","기타기계","242111"
"2017-02","충청남도","서천군","전기기기","9195"
"2017-02","충청남도","서천군","의료.광학","57716"
"2017-02","충청남도","서천군","자동차","548409"
"2017-02","충청남도","서천군","기타운송","88066"
"2017-02","충청남도","서천군","가구및기타","11970"
"2017-02","충청남도","서천군","식료품제조","4065437"
"2017-02","충청남도","서천군","음료품제조","340493"
"2017-02","충청남도","서천군","담배제조업","763613"
"2017-02","충청남도","서천군","섬유","15016"
"2017-02","충청남도","서천군","가죽.신발","6734"
"2017-02","충청남도","서천군","화학제품","1957484"
"2017-02","충청남도","서천군","고무.플라","184766"
"2017-02","충청남도","서천군","유리","2047680"
"2017-02","충청남도","서천군","시멘트","970550"
"2017-02","충청남도","아산시","가정용","36076137"
"2017-02","충청남도","아산시","국군용","27021"
"2017-02","충청남도","아산시","기타공공용","9253049"
"2017-02","충청남도","아산시","관공용","5161599"
"2017-02","충청남도","아산시","수도","5687390"
"2017-02","충청남도","아산시","사업자용","272999"
"2017-02","충청남도","아산시","순수써비스","103703471"
"2017-02","충청남도","아산시","농업.임업","9240453"
"2017-02","충청남도","아산시","어업","164914"
"2017-02","충청남도","아산시","금속비금속","646160"
"2017-02","충청남도","아산시","목재.나무","8628439"
"2017-02","충청남도","아산시","펄프.종이","10164377"
"2017-02","충청남도","아산시","출판.인쇄","1082142"
"2017-02","충청남도","아산시","1차금속","13064126"
"2017-02","충청남도","아산시","조립금속","8375869"
"2017-02","충청남도","아산시","기타기계","16721334"
"2017-02","충청남도","아산시","사무기기","283757"
"2017-02","충청남도","아산시","전기기기","6419431"
"2017-02","충청남도","아산시","영상.음향","616359351"
"2017-02","충청남도","아산시","의료.광학","4741275"
"2017-02","충청남도","아산시","자동차","81885951"
"2017-02","충청남도","아산시","기타운송","668234"
"2017-02","충청남도","아산시","가구및기타","1118444"
"2017-02","충청남도","아산시","재생재료","670115"
"2017-02","충청남도","아산시","식료품제조","9565967"
"2017-02","충청남도","아산시","음료품제조","65129"
"2017-02","충청남도","아산시","담배제조업","191952"
"2017-02","충청남도","아산시","섬유","983074"
"2017-02","충청남도","아산시","의복.모피","68065"
"2017-02","충청남도","아산시","가죽.신발","309150"
"2017-02","충청남도","아산시","석유정제","302511"
"2017-02","충청남도","아산시","화학제품","60668698"
"2017-02","충청남도","아산시","고무.플라","12417985"
"2017-02","충청남도","아산시","유리","2636792"
"2017-02","충청남도","아산시","시멘트","8875143"
"2017-02","충청남도","연기군","순수써비스","1338"
"2017-02","충청남도","예산군","가정용","9291358"
"2017-02","충청남도","예산군","국군용","1541"
"2017-02","충청남도","예산군","기타공공용","1487917"
"2017-02","충청남도","예산군","관공용","2327757"
"2017-02","충청남도","예산군","수도","822654"
"2017-02","충청남도","예산군","사업자용","69567"
"2017-02","충청남도","예산군","순수써비스","33021541"
"2017-02","충청남도","예산군","농업.임업","12344738"
"2017-02","충청남도","예산군","어업","293770"
"2017-02","충청남도","예산군","금속비금속","655923"
"2017-02","충청남도","예산군","목재.나무","115597"
"2017-02","충청남도","예산군","펄프.종이","1622474"
"2017-02","충청남도","예산군","출판.인쇄","94062"
"2017-02","충청남도","예산군","1차금속","2802265"
"2017-02","충청남도","예산군","조립금속","10482715"
"2017-02","충청남도","예산군","기타기계","2118682"
"2017-02","충청남도","예산군","전기기기","2378579"
"2017-02","충청남도","예산군","영상.음향","710277"
"2017-02","충청남도","예산군","의료.광학","1444709"
"2017-02","충청남도","예산군","자동차","7559464"
"2017-02","충청남도","예산군","기타운송","30441"
"2017-02","충청남도","예산군","가구및기타","45169"
"2017-02","충청남도","예산군","재생재료","46949"
"2017-02","충청남도","예산군","식료품제조","1734740"
"2017-02","충청남도","예산군","음료품제조","24147"
"2017-02","충청남도","예산군","섬유","849842"
"2017-02","충청남도","예산군","의복.모피","239"
"2017-02","충청남도","예산군","가죽.신발","5261"
"2017-02","충청남도","예산군","석유정제","321713"
"2017-02","충청남도","예산군","화학제품","5636994"
"2017-02","충청남도","예산군","고무.플라","5569198"
"2017-02","충청남도","예산군","시멘트","3627812"
"2017-02","충청남도","천안시","가정용","71818684"
"2017-02","충청남도","천안시","국군용","495790"
"2017-02","충청남도","천안시","유엔군용","22413"
"2017-02","충청남도","천안시","기타공공용","16797296"
"2017-02","충청남도","천안시","관공용","8505939"
"2017-02","충청남도","천안시","수도","2982369"
"2017-02","충청남도","천안시","사업자용","150891"
"2017-02","충청남도","천안시","순수써비스","169433638"
"2017-02","충청남도","천안시","농업.임업","15305354"
"2017-02","충청남도","천안시","어업","71022"
"2017-02","충청남도","천안시","금속비금속","529847"
"2017-02","충청남도","천안시","목재.나무","836844"
"2017-02","충청남도","천안시","펄프.종이","16944667"
"2017-02","충청남도","천안시","출판.인쇄","1895780"
"2017-02","충청남도","천안시","1차금속","9515604"
"2017-02","충청남도","천안시","조립금속","14493753"
"2017-02","충청남도","천안시","기타기계","25076475"
"2017-02","충청남도","천안시","사무기기","1017560"
"2017-02","충청남도","천안시","전기기기","15063423"
"2017-02","충청남도","천안시","영상.음향","156842525"
"2017-02","충청남도","천안시","의료.광학","8998270"
"2017-02","충청남도","천안시","자동차","42242471"
"2017-02","충청남도","천안시","기타운송","194049"
"2017-02","충청남도","천안시","가구및기타","660341"
"2017-02","충청남도","천안시","재생재료","571145"
"2017-02","충청남도","천안시","식료품제조","22042815"
"2017-02","충청남도","천안시","음료품제조","3163950"
"2017-02","충청남도","천안시","섬유","6934260"
"2017-02","충청남도","천안시","의복.모피","596301"
"2017-02","충청남도","천안시","가죽.신발","760487"
"2017-02","충청남도","천안시","석유정제","1480137"
"2017-02","충청남도","천안시","화학제품","22531004"
"2017-02","충청남도","천안시","고무.플라","19931864"
"2017-02","충청남도","천안시","유리","6024072"
"2017-02","충청남도","천안시","시멘트","8279607"
"2017-02","충청남도","청양군","가정용","3429752"
"2017-02","충청남도","청양군","기타공공용","841616"
"2017-02","충청남도","청양군","관공용","1126148"
"2017-02","충청남도","청양군","수도","376231"
"2017-02","충청남도","청양군","사업자용","85734"
"2017-02","충청남도","청양군","순수써비스","12326182"
"2017-02","충청남도","청양군","농업.임업","5253467"
"2017-02","충청남도","청양군","어업","87705"
"2017-02","충청남도","청양군","금속비금속","21023"
"2017-02","충청남도","청양군","목재.나무","23495"
"2017-02","충청남도","청양군","펄프.종이","17151"
"2017-02","충청남도","청양군","1차금속","89149"
"2017-02","충청남도","청양군","조립금속","17152"
"2017-02","충청남도","청양군","기타기계","37542"
"2017-02","충청남도","청양군","전기기기","22209"
"2017-02","충청남도","청양군","자동차","300999"
"2017-02","충청남도","청양군","가구및기타","126565"
"2017-02","충청남도","청양군","재생재료","18026"
"2017-02","충청남도","청양군","식료품제조","2832672"
"2017-02","충청남도","청양군","음료품제조","43743"
"2017-02","충청남도","청양군","섬유","73500"
"2017-02","충청남도","청양군","화학제품","3885172"
"2017-02","충청남도","청양군","고무.플라","508879"
"2017-02","충청남도","청양군","유리","3696"
"2017-02","충청남도","청양군","시멘트","546914"
"2017-02","충청남도","태안군","가정용","6675976"
"2017-02","충청남도","태안군","국군용","304442"
"2017-02","충청남도","태안군","기타공공용","1376271"
"2017-02","충청남도","태안군","관공용","1803202"
"2017-02","충청남도","태안군","수도","252978"
"2017-02","충청남도","태안군","사업자용","32709959"
"2017-02","충청남도","태안군","순수써비스","33979587"
"2017-02","충청남도","태안군","농업.임업","6008225"
"2017-02","충청남도","태안군","어업","1790726"
"2017-02","충청남도","태안군","금속비금속","25632"
"2017-02","충청남도","태안군","목재.나무","1050"
"2017-02","충청남도","태안군","펄프.종이","1614"
"2017-02","충청남도","태안군","출판.인쇄","884"
"2017-02","충청남도","태안군","1차금속","46234"
"2017-02","충청남도","태안군","조립금속","61594"
"2017-02","충청남도","태안군","기타기계","17149"
"2017-02","충청남도","태안군","전기기기","5617"
"2017-02","충청남도","태안군","의료.광학","36953"
"2017-02","충청남도","태안군","자동차","19087"
"2017-02","충청남도","태안군","기타운송","40178"
"2017-02","충청남도","태안군","가구및기타","3511"
"2017-02","충청남도","태안군","식료품제조","722599"
"2017-02","충청남도","태안군","음료품제조","8698"
"2017-02","충청남도","태안군","섬유","4452"
"2017-02","충청남도","태안군","의복.모피","1772"
"2017-02","충청남도","태안군","가죽.신발","383"
"2017-02","충청남도","태안군","화학제품","334813"
"2017-02","충청남도","태안군","고무.플라","17324"
"2017-02","충청남도","태안군","유리","1341"
"2017-02","충청남도","태안군","시멘트","141905"
"2017-02","충청남도","홍성군","가정용","12560701"
"2017-02","충청남도","홍성군","국군용","84106"
"2017-02","충청남도","홍성군","기타공공용","2313564"
"2017-02","충청남도","홍성군","관공용","3247138"
"2017-02","충청남도","홍성군","수도","1478309"
"2017-02","충청남도","홍성군","사업자용","46080"
"2017-02","충청남도","홍성군","순수써비스","31720717"
"2017-02","충청남도","홍성군","농업.임업","16868096"
"2017-02","충청남도","홍성군","사무기기","34697"
"2017-02","충청남도","홍성군","어업","47119"
"2017-02","충청남도","홍성군","석탄.원유","18"
"2017-02","충청남도","홍성군","금속비금속","295905"
"2017-02","충청남도","홍성군","목재.나무","63161"
"2017-02","충청남도","홍성군","펄프.종이","277737"
"2017-02","충청남도","홍성군","출판.인쇄","123354"
"2017-02","충청남도","홍성군","1차금속","1835703"
"2017-02","충청남도","홍성군","조립금속","847738"
"2017-02","충청남도","홍성군","기타기계","335756"
"2017-02","충청남도","홍성군","전기기기","919027"
"2017-02","충청남도","홍성군","영상.음향","168951"
"2017-02","충청남도","홍성군","의료.광학","166948"
"2017-02","충청남도","홍성군","자동차","2901667"
"2017-02","충청남도","홍성군","기타운송","33938"
"2017-02","충청남도","홍성군","가구및기타","45229"
"2017-02","충청남도","홍성군","재생재료","23064"
"2017-02","충청남도","홍성군","식료품제조","4328750"
"2017-02","충청남도","홍성군","음료품제조","326209"
"2017-02","충청남도","홍성군","담배제조업","0"
"2017-02","충청남도","홍성군","섬유","50444"
"2017-02","충청남도","홍성군","의복.모피","3800"
"2017-02","충청남도","홍성군","화학제품","530424"
"2017-02","충청남도","홍성군","고무.플라","3946863"
"2017-02","충청남도","홍성군","유리","68154"
"2017-02","충청남도","홍성군","시멘트","1060674"
"2017-02","충청남도","","순수써비스","63"
"2017-02","전라북도","고창군","가정용","5906456"
"2017-02","전라북도","고창군","국군용","26434"
"2017-02","전라북도","고창군","기타공공용","1312285"
"2017-02","전라북도","고창군","관공용","2143565"
"2017-02","전라북도","고창군","수도","274246"
"2017-02","전라북도","고창군","사업자용","319383"
"2017-02","전라북도","고창군","순수써비스","20304047"
"2017-02","전라북도","고창군","농업.임업","9952827"
"2017-02","전라북도","고창군","어업","11571838"
"2017-02","전라북도","고창군","금속비금속","597199"
"2017-02","전라북도","고창군","목재.나무","25264"
"2017-02","전라북도","고창군","펄프.종이","7848"
"2017-02","전라북도","고창군","출판.인쇄","1435"
"2017-02","전라북도","고창군","1차금속","807041"
"2017-02","전라북도","고창군","조립금속","42629"
"2017-02","전라북도","고창군","기타기계","59378"
"2017-02","전라북도","고창군","사무기기","1554"
"2017-02","전라북도","고창군","전기기기","177952"
"2017-02","전라북도","고창군","영상.음향","2590"
"2017-02","전라북도","고창군","의료.광학","19414"
"2017-02","전라북도","고창군","자동차","292876"
"2017-02","전라북도","고창군","가구및기타","4428"
"2017-02","전라북도","고창군","재생재료","724"
"2017-02","전라북도","고창군","식료품제조","1686538"
"2017-02","전라북도","고창군","음료품제조","85578"
"2017-02","전라북도","고창군","섬유","7862"
"2017-02","전라북도","고창군","가죽.신발","2898"
"2017-02","전라북도","고창군","석유정제","10656"
"2017-02","전라북도","고창군","화학제품","285760"
"2017-02","전라북도","고창군","고무.플라","9263"
"2017-02","전라북도","고창군","시멘트","318864"
"2017-02","전라북도","군산시","가정용","32824314"
"2017-02","전라북도","군산시","국군용","511005"
"2017-02","전라북도","군산시","유엔군용","5456654"
"2017-02","전라북도","군산시","기타공공용","5481024"
"2017-02","전라북도","군산시","관공용","4804643"
"2017-02","전라북도","군산시","수도","1879842"
